t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1.5,0,48.11936,47.62778,45.99035,16.67,3.33,15,15,15
1,0,0,1.3463754,0.84564,45.91056,46.15897,45.48980,16.67,3.33,15,15,15
2,0,0,1.306948283,1.06267,43.42501,43.91354,44.90347,16.67,3.33,15,15,15
3,0,0,1.228095867,1.49672,40.9802,41.16208,41.86607,16.67,3.33,15,15,15
4,0,0,1.14924345,1.93077,35.1826,37.50167,39.34971,16.67,3.33,15,15,15
5,0,0,1.070391033,2.36482,32.69213,33.14534,32.05643,16.67,3.33,15,15,15
6,0,0,0.991538617,2.79887,32.81002,34.19244,36.98351,16.67,3.33,15,15,15
7,0,0,0.912684383,3.23293,35.07216,34.39717,35.66227,16.67,3.33,15,15,15
8,0,0,0.873259083,3.44995,33.84352,35.02673,38.95711,16.67,3.33,15,15,15
9,0,0,0.833831967,3.66698,35.41713,35.70121,39.43221,16.67,3.33,15,15,15
10,0,0,0.79440485,3.88401,35.85188,35.23017,39.41381,16.67,3.33,15,15,15
11,0,0,0.75497955,4.10103,36.55418,37.17194,36.39566,16.67,3.33,15,15,15
12,0,0,0.715552433,4.31806,35.70589,36.89779,39.10304,16.67,3.33,15,15,15
13,0,0,0.715552433,4.31806,34.75196,35.93388,37.77052,16.67,3.33,15,15,15
14,0,0,0.715552433,4.31806,35.79545,35.89737,39.79005,16.67,3.33,15,15,15
15,0,0,0.676127133,4.53508,34.12867,35.90115,39.58509,16.67,3.33,15,15,15
16,0,0,0.676127133,4.53508,34.89073,35.81949,38.11108,16.67,3.33,15,15,15
17,0,0,0.636700017,4.75211,35.71001,35.87756,37.07465,16.67,3.33,15,15,15
18,0,0,0.676127133,4.53508,35.49376,34.93542,39.38458,16.67,3.33,15,15,15
19,0,0,0.636700017,4.75211,34.43724,35.10167,39.64931,16.67,3.33,15,15,15
20,0,0,0.636700017,4.75211,35.28265,34.99795,39.17799,16.67,3.33,15,15,15
21,0,0,0.636700017,4.75211,33.1441,34.98034,38.43466,16.67,3.33,15,15,15
22,0,0,0.636700017,4.75211,34.56478,34.88559,34.52584,16.67,3.33,15,15,15
23,0,0,0.5972729,4.96914,35.04242,34.96612,35.13988,16.67,3.33,15,15,15
24,0,0,0.5972729,4.96914,34.38301,34.74429,35.29986,16.67,3.33,15,15,15
25,0,0,0.5972729,4.96914,35.04146,34.28431,34.29831,16.67,3.33,15,15,15
26,0,0,0.5578476,5.18616,33.82512,34.59824,36.37518,16.67,3.33,15,15,15
27,0,0,0.5578476,5.18616,33.5148,35.13226,34.37663,16.67,3.33,15,15,15
28,0,0,0.5578476,5.18616,34.41642,35.33017,36.45892,16.67,3.33,15,15,15
29,0,0,0.518420483,5.40319,34.74294,34.93621,37.45421,16.67,3.33,15,15,15
30,0,0,0.5578476,5.18616,35.18423,35.62378,37.73824,16.67,3.33,15,15,15
31,0,0,0.518420483,5.40319,36.69514,35.85408,37.66177,16.67,3.33,15,15,15
32,0,0,0.518420483,5.40319,36.4495,36.81659,37.39998,16.67,3.33,15,15,15
33,0,0,0.518420483,5.40319,36.17078,37.9323,37.88846,16.67,3.33,15,15,15
34,0,0,0.518420483,5.40319,36.60175,36.19758,38.58438,16.67,3.33,15,15,15
35,0,0,0.518420483,5.40319,36.72432,36.54583,37.76228,16.67,3.33,15,15,15
36,0,0,0.518420483,5.40319,35.18858,34.60044,34.4667,16.67,3.33,15,15,15
37,0,0,0.518420483,5.40319,34.34001,34.8751,35.72192,16.67,3.33,15,15,15
38,0,0,0.518420483,5.40319,34.7264,34.73718,33.44246,16.67,3.33,15,15,15
39,0,0,0.518420483,5.40319,34.38549,34.23143,32.61155,16.67,3.33,15,15,15
40,0,0,0.518420483,5.40319,33.6995,34.51659,33.63963,16.67,3.33,15,15,15
41,0,0,0.518420483,5.40319,34.45637,34.39582,35.79725,16.67,3.33,15,15,15
42,0,0,0.518420483,5.40319,33.90509,33.91401,34.27579,16.67,3.33,15,15,15
43,0,0,0.518420483,5.40319,33.22982,34.49368,33.33535,16.67,3.33,15,15,15
44,0,0,0.518420483,5.40319,33.32079,33.75154,35.65866,16.67,3.33,15,15,15
45,0,0,0.518420483,5.40319,34.23448,34.33905,34.22788,16.67,3.33,15,15,15
46,0,0,0.518420483,5.40319,34.00565,34.07715,36.67455,16.67,3.33,15,15,15
47,0,0,0.518420483,5.40319,33.54697,34.36478,33.60318,16.67,3.33,15,15,15
48,0,0,0.518420483,5.40319,33.89132,34.62132,36.62286,16.67,3.33,15,15,15
49,0,0,0.478995183,5.62021,33.99098,34.78605,34.8571,16.67,3.33,15,15,15
50,0,0,0.478995183,5.62021,34.07461,35.34027,33.41853,16.67,3.33,15,15,15
