t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1.5,0,48.17935,47.96446,47.71204,8.34,1.67,10,10,10
1,0,0,1.246649483,1.39459,46.96967,47.12114,47.22633,8.34,1.67,10,10,10
2,0,0,1.246649483,1.39459,46.09588,46.66268,46.70766,8.34,1.67,10,10,10
3,0,0,1.2097439,1.59774,45.61626,46.28216,46.47352,8.34,1.67,10,10,10
4,0,0,1.13593455,2.00403,45.50927,45.98059,46.81539,8.34,1.67,10,10,10
5,0,0,1.0621252,2.41032,45.40306,45.87207,46.52504,8.34,1.67,10,10,10
6,0,0,1.025219617,2.61347,45.50616,45.62716,46.58768,8.34,1.67,10,10,10
7,0,0,0.988314033,2.81662,45.62574,46.01727,46.85709,8.34,1.67,10,10,10
8,0,0,0.914504683,3.22291,45.58286,45.98781,46.73706,8.34,1.67,10,10,10
9,0,0,0.8775991,3.42606,45.67936,45.80181,46.01134,8.34,1.67,10,10,10
10,0,0,0.80378975,3.83235,45.66096,46.02596,46.45016,8.34,1.67,10,10,10
11,0,0,0.80378975,3.83235,45.77704,45.71412,46.46105,8.34,1.67,10,10,10
12,0,0,0.766884167,4.0355,45.72365,46.03753,46.44643,8.34,1.67,10,10,10
13,0,0,0.693074817,4.44179,45.78584,45.99024,46.55964,8.34,1.67,10,10,10
14,0,0,0.693074817,4.44179,45.90311,45.89571,46.22082,8.34,1.67,10,10,10
15,0,0,0.656169233,4.64494,45.81129,46.11428,46.50377,8.34,1.67,10,10,10
16,0,0,0.619265467,4.84808,46.04786,46.05322,46.37578,8.34,1.67,10,10,10
17,0,0,0.582359883,5.05123,46.25067,46.14006,46.46906,8.34,1.67,10,10,10
18,0,0,0.582359883,5.05123,46.01445,46.17003,46.40699,8.34,1.67,10,10,10
19,0,0,0.545456117,5.25437,46.18848,45.94205,46.47719,8.34,1.67,10,10,10
20,0,0,0.545456117,5.25437,46.03911,45.9482,46.48058,8.34,1.67,10,10,10
21,0,0,0.508550533,5.45752,46.13753,46.1619,46.64897,8.34,1.67,10,10,10
22,0,0,0.508550533,5.45752,46.17398,45.97641,46.55033,8.34,1.67,10,10,10
23,0,0,0.47164495,5.66067,46.20056,46.1636,46.64322,8.34,1.67,10,10,10
24,0,0,0.47164495,5.66067,46.25581,46.19255,46.49768,8.34,1.67,10,10,10
25,0,0,0.508550533,5.45752,46.19345,46.06213,46.75715,8.34,1.67,10,10,10
26,0,0,0.47164495,5.66067,46.14204,46.30705,46.3834,8.34,1.67,10,10,10
27,0,0,0.434741183,5.86381,46.24384,46.05474,46.70354,8.34,1.67,10,10,10
28,0,0,0.47164495,5.66067,46.19424,46.18769,46.78463,8.34,1.67,10,10,10
29,0,0,0.47164495,5.66067,46.29593,46.07889,46.71703,8.34,1.67,10,10,10
30,0,0,0.434741183,5.86381,46.07111,46.2281,46.73666,8.34,1.67,10,10,10
31,0,0,0.434741183,5.86381,46.37651,46.27155,46.637,8.34,1.67,10,10,10
32,0,0,0.434741183,5.86381,46.37082,46.40631,46.61979,8.34,1.67,10,10,10
33,0,0,0.434741183,5.86381,46.24858,46.39869,46.7067,8.34,1.67,10,10,10
34,0,0,0.434741183,5.86381,46.14814,46.2799,46.60467,8.34,1.67,10,10,10
35,0,0,0.434741183,5.86381,46.361,46.0592,46.56207,8.34,1.67,10,10,10
36,0,0,0.434741183,5.86381,46.42561,46.04701,46.5352,8.34,1.67,10,10,10
37,0,0,0.434741183,5.86381,46.26907,46.11027,46.58633,8.34,1.67,10,10,10
38,0,0,0.434741183,5.86381,46.0044,46.23877,46.60687,8.34,1.67,10,10,10
39,0,0,0.434741183,5.86381,46.29029,46.06597,46.42431,8.34,1.67,10,10,10
40,0,0,0.434741183,5.86381,46.07765,46.12212,46.57239,8.34,1.67,10,10,10
41,0,0,0.434741183,5.86381,46.27686,46.1803,46.50151,8.34,1.67,10,10,10
42,0,0,0.434741183,5.86381,45.97472,46.10987,46.50304,8.34,1.67,10,10,10
43,0,0,0.434741183,5.86381,46.28876,46.06416,46.64434,8.34,1.67,10,10,10
44,0,0,0.47164495,5.66067,46.30208,45.77822,46.49011,8.34,1.67,10,10,10
45,0,0,0.47164495,5.66067,46.30947,46.05733,46.63706,8.34,1.67,10,10,10
46,0,0,0.47164495,5.66067,46.31805,46.10835,46.57318,8.34,1.67,10,10,10
47,0,0,0.47164495,5.66067,46.24881,46.182,46.57487,8.34,1.67,10,10,10
48,0,0,0.47164495,5.66067,46.2636,46.13713,46.53509,8.34,1.67,10,10,10
49,0,0,0.47164495,5.66067,46.25203,46.17302,46.5115,8.34,1.67,10,10,10
50,0,0,0.508550533,5.45752,45.57185,46.32409,46.60354,8.34,1.67,10,10,10
51,0,0,0.47164495,5.66067,46.2426,46.06625,46.4615,8.34,1.67,10,10,10
52,0,0,0.47164495,5.66067,46.26094,45.95745,46.4325,8.34,1.67,10,10,10
53,0,0,0.508550533,5.45752,46.40168,45.98618,46.54028,8.34,1.67,10,10,10
54,0,0,0.47164495,5.66067,46.2478,46.12291,46.4659,8.34,1.67,10,10,10
55,0,0,0.508550533,5.45752,46.16078,46.07054,46.40253,8.34,1.67,10,10,10
56,0,0,0.47164495,5.66067,46.1439,45.99775,46.44423,8.34,1.67,10,10,10
57,0,0,0.545456117,5.25437,46.17471,46.24887,46.45422,8.34,1.67,10,10,10
58,0,0,0.508550533,5.45752,46.05322,45.90051,46.28323,8.34,1.67,10,10,10
59,0,0,0.47164495,5.66067,45.90599,45.84408,46.40388,8.34,1.67,10,10,10
60,0,0,0.508550533,5.45752,46.01428,45.25961,46.37669,8.34,1.67,10,10,10
