t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1.25,0,49.06387,48.25847,46.81381,16.67,3.33,15,15,15
1,0,0,1.13580179,0.628614,44.49552,47.68230,46.05040,16.67,3.33,15,15,15
2,0,0,1.017522983,1.27969,42.75392,45.82969,45.46316,16.67,3.33,15,15,15
3,0,0,0.978095867,1.49672,41.05949,43.54989,41.90817,16.67,3.33,15,15,15
4,0,0,0.859816333,2.1478,39.14492,40.21318,39.70235,16.67,3.33,15,15,15
5,0,0,0.780963917,2.58185,38.04387,39.15795,37.25043,16.67,3.33,15,15,15
6,0,0,0.741538617,2.79887,37.26279,38.41948,35.12503,16.67,3.33,15,15,15
7,0,0,0.662684383,3.23293,36.33618,38.29025,36.46524,16.67,3.33,15,15,15
8,0,0,0.623259083,3.44995,37.92514,38.18433,35.52378,16.67,3.33,15,15,15
9,0,0,0.623259083,3.44995,35.09236,36.76292,33.9798,16.67,3.33,15,15,15
10,0,0,0.583831967,3.66698,35.83952,36.91416,35.03187,16.67,3.33,15,15,15
11,0,0,0.583831967,3.66698,34.35954,37.16161,33.79911,16.67,3.33,15,15,15
12,0,0,0.54440485,3.88401,33.15731,35.53242,33.88472,16.67,3.33,15,15,15
13,0,0,0.54440485,3.88401,34.86528,35.8828,32.662,16.67,3.33,15,15,15
14,0,0,0.583831967,3.66698,32.33695,36.35971,33.74132,16.67,3.33,15,15,15
15,0,0,0.583831967,3.66698,34.38775,34.29814,32.79659,16.67,3.33,15,15,15
16,0,0,0.54440485,3.88401,34.307,35.36956,33.20934,16.67,3.33,15,15,15
17,0,0,0.583831967,3.66698,35.12695,35.34095,33.16555,16.67,3.33,15,15,15
18,0,0,0.583831967,3.66698,35.58112,36.3574,35.39128,16.67,3.33,15,15,15
19,0,0,0.583831967,3.66698,35.93777,37.31087,34.97967,16.67,3.33,15,15,15
20,0,0,0.54440485,3.88401,36.30582,37.96267,35.27492,16.67,3.33,15,15,15
21,0,0,0.54440485,3.88401,36.32151,37.18921,35.42159,16.67,3.33,15,15,15
22,0,0,0.54440485,3.88401,33.04868,35.71452,32.98863,16.67,3.33,15,15,15
23,0,0,0.54440485,3.88401,32.78062,35.07994,32.43159,16.67,3.33,15,15,15
24,0,0,0.54440485,3.88401,33.91338,33.26662,31.84814,16.67,3.33,15,15,15
25,0,0,0.54440485,3.88401,33.06143,34.48103,33.1678,16.67,3.33,15,15,15
26,0,0,0.54440485,3.88401,33.10088,35.66803,32.95618,16.67,3.33,15,15,15
27,0,0,0.50497955,4.10103,36.0499,35.03514,34.93904,16.67,3.33,15,15,15
28,0,0,0.50497955,4.10103,34.10012,37.02505,33.77642,16.67,3.33,15,15,15
29,0,0,0.50497955,4.10103,34.16383,35.00201,33.08553,16.67,3.33,15,15,15
30,0,0,0.50497955,4.10103,32.7326,34.05858,33.02791,16.67,3.33,15,15,15
31,0,0,0.50497955,4.10103,32.70737,31.664,31.55932,16.67,3.33,15,15,15
32,0,0,0.50497955,4.10103,31.12203,32.18295,30.83197,16.67,3.33,15,15,15
33,0,0,0.50497955,4.10103,30.02403,32.06698,30.53372,16.67,3.33,15,15,15
34,0,0,0.50497955,4.10103,31.80288,33.71141,32.25705,16.67,3.33,15,15,15
35,0,0,0.50497955,4.10103,33.59719,34.37872,32.00468,16.67,3.33,15,15,15
36,0,0,0.50497955,4.10103,33.18789,35.19067,33.59104,16.67,3.33,15,15,15
37,0,0,0.50497955,4.10103,32.90946,34.60146,33.93217,16.67,3.33,15,15,15
38,0,0,0.50497955,4.10103,33.65639,33.7679,32.80709,16.67,3.33,15,15,15
39,0,0,0.50497955,4.10103,32.66906,34.3733,33.48681,16.67,3.33,15,15,15
40,0,0,0.50497955,4.10103,32.66894,33.01786,32.27697,16.67,3.33,15,15,15
41,0,0,0.465552433,4.31806,31.94447,34.45011,32.33142,16.67,3.33,15,15,15
42,0,0,0.465552433,4.31806,32.80427,33.785,31.99193,16.67,3.33,15,15,15
43,0,0,0.465552433,4.31806,34.03601,33.11628,31.61773,16.67,3.33,15,15,15
44,0,0,0.465552433,4.31806,31.64696,32.70952,30.71465,16.67,3.33,15,15,15
45,0,0,0.50497955,4.10103,31.91591,32.5593,29.23477,16.67,3.33,15,15,15
46,0,0,0.465552433,4.31806,30.74659,31.6934,30.30749,16.67,3.33,15,15,15
47,0,0,0.465552433,4.31806,31.86682,33.13372,31.36469,16.67,3.33,15,15,15
48,0,0,0.465552433,4.31806,32.62459,33.15522,32.16726,16.67,3.33,15,15,15
49,0,0,0.465552433,4.31806,34.46749,34.54548,33.06504,16.67,3.33,15,15,15
50,0,0,0.465552433,4.31806,34.00001,34.86076,32.44186,16.67,3.33,15,15,15
