t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1,0,50.71902,49.86893,51.58971,8.34,1.67,10,0,0
1,0,0,1,0,50.61078,49.54811,51.38949,8.34,1.67,10,0,0
2,0,0,1,0,50.45322,49.48191,51.36861,8.34,1.67,10,0,0
3,0,0,1,0,50.23675,49.65674,51.32211,8.34,1.67,10,0,0
4,0,0,0.970714607,0.161204,50.02248,49.58953,51.05648,8.34,1.67,10,0,0
5,0,0,0.970714607,0.161204,50.00436,49.30766,50.87946,8.34,1.67,10,0,0
6,0,0,0.970714607,0.161204,49.84517,49.26217,50.77274,8.34,1.67,10,0,0
7,0,0,0.970714607,0.161204,49.86673,49.21623,50.75028,8.34,1.67,10,0,0
8,0,0,0.970714607,0.161204,49.97919,49.18898,50.92731,8.34,1.67,10,0,0
9,0,0,0.940884395,0.325407,49.79099,49.20427,50.9193,8.34,1.67,10,0,0
10,0,0,0.940884395,0.325407,49.85121,49.12013,50.78279,8.34,1.67,10,0,0
11,0,0,0.911054002,0.489611,49.68282,49.03289,50.77827,8.34,1.67,10,0,0
12,0,0,0.88122379,0.653814,49.55285,49.2756,50.76902,8.34,1.67,10,0,0
13,0,0,0.851393397,0.818018,49.63852,49.23689,50.70559,8.34,1.67,10,0,0
14,0,0,0.791731883,1.14643,49.7029,49.27385,50.63923,8.34,1.67,10,0,0
15,0,0,0.73207255,1.47483,49.74224,49.38604,50.73093,8.34,1.67,10,0,0
16,0,0,0.73207255,1.47483,49.78366,49.3432,50.7487,8.34,1.67,10,0,0
17,0,0,0.702241067,1.63904,49.90442,49.28243,50.63985,8.34,1.67,10,0,0
18,0,0,0.642581733,1.96744,49.91678,49.31065,50.68578,8.34,1.67,10,0,0
19,0,0,0.642581733,1.96744,49.90843,49.26053,50.57173,8.34,1.67,10,0,0
20,0,0,0.61275025,2.13165,49.92824,49.3076,50.57365,8.34,1.67,10,0,0
21,0,0,0.642581733,1.96744,50.06046,49.14592,50.55717,8.34,1.67,10,0,0
