t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1,0,48.27421,48.24120,47.64189,8.34,1.67,30,20,10
1,0,0,0.8463754,0.84564,46.89891,45.60012,43.15876,8.34,1.67,30,20,10
2,0,0,0.728095867,1.49672,47.64883,42.5822,37.51742,8.34,1.67,30,20,10
3,0,0,0.64924345,1.93077,47.01589,35.50302,28.83495,8.34,1.67,30,20,10
4,0,0,0.688669658,1.713745,36.30746,32.75805,29.92533,8.34,1.67,30,20,10
5,0,0,0.609816333,2.1478,33.1068,33.492,30.72271,8.34,1.67,30,20,10
6,0,0,0.491538617,2.79887,35.13982,36.68239,32.56765,8.34,1.67,30,20,10
7,0,0,0.412684383,3.23293,34.38645,33.93737,33.36977,8.34,1.67,30,20,10
8,0,0,0.373259083,3.44995,33.33129,37.42064,35.01414,8.34,1.67,30,20,10
9,0,0,0.333831967,3.66698,33.12012,37.1672,36.40582,8.34,1.67,30,20,10
10,0,0,0.333831967,3.66698,34.34091,37.66019,38.68031,8.34,1.67,30,20,10
11,0,0,0.333831967,3.66698,35.34467,37.69241,38.14184,8.34,1.67,30,20,10
12,0,0,0.373259083,3.44995,35.38762,39.47002,38.56462,8.34,1.67,30,20,10
13,0,0,0.333831967,3.66698,34.8843,40.3406,39.07613,8.34,1.67,30,20,10
14,0,0,0.29440485,3.88401,33.35047,37.96413,39.44654,8.34,1.67,30,20,10
15,0,0,0.29440485,3.88401,35.37841,39.50298,39.2856,8.34,1.67,30,20,10
16,0,0,0.29440485,3.88401,36.13613,39.28058,38.89758,8.34,1.67,30,20,10
17,0,0,0.29440485,3.88401,35.63231,39.82458,39.25383,8.34,1.67,30,20,10
18,0,0,0.25497955,4.10103,34.23471,40.28106,39.08956,8.34,1.67,30,20,10
19,0,0,0.25497955,4.10103,35.61786,39.09261,39.21534,8.34,1.67,30,20,10
20,0,0,0.25497955,4.10103,34.44193,38.44363,39.5001,8.34,1.67,30,20,10
21,0,0,0.25497955,4.10103,36.43962,39.80929,39.27827,8.34,1.67,30,20,10
