t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,,0,44.93829,44.87774,45.08247,8.34,1.67,30,20,10
1,0,0,,0.544556,44.76797,44.82125,45.02576,8.34,1.67,30,20,10
2,0,0,,3.87789,31.40915,39.2461,40.93088,8.34,1.67,30,20,10
3,0,0,,5.26678,35.82214,38.57552,41.2776,8.34,1.67,30,20,10
4,0,0,,5.54456,31.11576,36.65892,39.63142,8.34,1.67,30,20,10
5,0,0,,5.82233,30.77999,37.34851,39.3904,8.34,1.67,30,20,10
6,0,0,,6.37789,31.32891,38.36672,40.134,8.34,1.67,30,20,10
7,0,0,,6.93344,33.1902,39.62137,40.92095,8.34,1.67,30,20,10
8,0,0,,7.489,33.95034,40.8995,41.5799,8.34,1.67,30,20,10
9,0,0,,8.04456,34.92781,40.6622,41.80371,8.34,1.67,30,20,10
10,0,0,,8.87789,36.22348,41.4307,41.63718,8.34,1.67,30,20,10
11,0,0,,9.15567,38.01114,41.12952,41.44864,8.34,1.67,30,20,10
12,0,0,,9.43344,37.29118,41.34825,41.65095,8.34,1.67,30,20,10
13,0,0,,9.43344,38.79679,41.46997,41.90067,8.34,1.67,30,20,10
14,0,0,,9.989,40.27813,41.47579,41.74294,8.34,1.67,30,20,10
15,0,0,,10.2668,38.45171,41.43527,41.90264,8.34,1.67,30,20,10
16,0,0,,10.5446,39.81375,41.54097,41.83057,8.34,1.67,30,20,10
17,0,0,,10.5446,39.35394,41.55152,41.78007,8.34,1.67,30,20,10
18,0,0,,11.1001,38.21249,41.42398,41.66534,8.34,1.67,30,20,10
19,0,0,,11.1001,38.54205,41.41388,41.67104,8.34,1.67,30,20,10
20,0,0,,11.1001,38.35701,41.45485,41.6654,8.34,1.67,30,20,10
21,0,0,,11.3779,38.56987,41.51416,41.62883,8.34,1.67,30,20,10
22,0,0,,11.6557,38.06108,41.38933,41.49356,8.34,1.67,30,20,10
23,0,0,,11.1001,38.27428,41.36179,41.60479,8.34,1.67,30,20,10
24,0,0,,11.6557,36.82037,41.33053,41.59723,8.34,1.67,30,20,10
25,0,0,,11.6557,37.3352,41.21603,41.22342,8.34,1.67,30,20,10
26,0,0,,11.1001,37.25032,41.26829,41.27246,8.34,1.67,30,20,10
27,0,0,,11.9334,36.00713,41.2035,41.19114,8.34,1.67,30,20,10
28,0,0,,11.9334,36.67268,41.08223,40.84414,8.34,1.67,30,20,10
29,0,0,,12.2112,37.0343,40.75825,40.66926,8.34,1.67,30,20,10
30,0,0,,12.2112,38.925,41.04109,40.77259,8.34,1.67,30,20,10
31,0,0,,12.2112,35.53784,40.84674,40.91113,8.34,1.67,30,20,10
32,0,0,,11.9334,36.87832,40.6209,40.70944,8.34,1.67,30,20,10
33,0,0,,11.9334,37.53107,40.73839,40.76322,8.34,1.67,30,20,10
34,0,0,,12.2112,34.30649,40.7854,40.50645,8.34,1.67,30,20,10
35,0,0,,11.6557,32.66296,40.63591,40.35646,8.34,1.67,30,20,10
36,0,0,,11.6557,35.00365,40.08953,40.43885,8.34,1.67,30,20,10
37,0,0,,11.3779,33.6499,40.48783,40.32051,8.34,1.67,30,20,10
38,0,0,,11.1001,37.24586,40.39167,40.40273,8.34,1.67,30,20,10
39,0,0,,11.3779,32.97153,40.17672,40.19653,8.34,1.67,30,20,10
40,0,0,,10.8223,33.61914,40.23558,40.19969,8.34,1.67,30,20,10
41,0,0,,11.3779,34.03172,40.67242,40.32361,8.34,1.67,30,20,10
42,0,0,,11.1001,32.51517,40.55363,40.30967,8.34,1.67,30,20,10
43,0,0,,11.3779,35.29174,40.57344,40.1252,8.34,1.67,30,20,10
44,0,0,,11.1001,32.71725,40.33134,40.12221,8.34,1.67,30,20,10
45,0,0,,11.3779,33.00088,40.52237,40.24438,8.34,1.67,30,20,10
46,0,0,,11.3779,35.03407,39.61838,40.4011,8.34,1.67,30,20,10
47,0,0,,11.1001,32.58345,40.19613,40.19698,8.34,1.67,30,20,10
48,0,0,,10.8223,34.7668,40.46407,40.31289,8.34,1.67,30,20,10
49,0,0,,10.8223,34.00695,40.70312,40.52993,8.34,1.67,30,20,10
50,0,0,,10.5446,33.03135,40.56661,40.43659,8.34,1.67,30,20,10
51,0,0,,10.8223,35.15337,40.58382,40.17661,8.34,1.67,30,20,10
52,0,0,,11.1001,36.38415,39.55648,40.2568,8.34,1.67,30,20,10
53,0,0,,11.1001,32.43261,40.36227,39.95094,8.34,1.67,30,20,10
54,0,0,,11.1001,32.53808,40.42581,39.76956,8.34,1.67,30,20,10
55,0,0,,11.1001,32.7642,38.92387,39.70625,8.34,1.67,30,20,10
56,0,0,,10.8223,34.52285,38.85677,40.0515,8.34,1.67,30,20,10
57,0,0,,11.1001,31.70345,39.7532,39.9309,8.34,1.67,30,20,10
58,0,0,,10.8223,30.49377,38.66028,39.87989,8.34,1.67,30,20,10
59,0,0,,11.1001,32.43012,38.66310,39.69361,8.34,1.67,30,20,10
60,0,0,,10.8223,34.34740,39.13645,39.54824,8.34,1.67,30,20,10
