t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1.25,0,48.04877,48.85840,48.68024,8.34,1.67,20,10,10
1,0,0,1.181173585,0.378861,44.14344,47.43100,48.05560,8.34,1.67,20,10,10
2,0,0,1.03355325,1.19145,44.30862,46.6659,47.67756,8.34,1.67,20,10,10
3,0,0,0.922839127,1.800885541,43.4574,46.20107,47.391,8.34,1.67,20,10,10
4,0,0,0.812124322,2.410324834,43.51598,46.33792,47.55922,8.34,1.67,20,10,10
5,0,0,0.738314452,2.816617696,43.09341,46.13662,47.22475,8.34,1.67,20,10,10
6,0,0,0.664504582,3.222910557,44.57695,45.73375,47.13282,8.34,1.67,20,10,10
7,0,0,0.590695333,3.6292,44.82339,46.20169,46.76917,8.34,1.67,20,10,10
8,0,0,0.55378975,3.83235,45.3937,45.0103,47.05489,8.34,1.67,20,10,10
9,0,0,0.516884167,4.0355,45.50413,46.65303,47.05505,8.34,1.67,20,10,10
10,0,0,0.479979907,4.238642712,45.05606,46.81409,47.00726,8.34,1.67,20,10,10
11,0,0,0.479979907,4.238642712,45.20109,46.72482,47.21978,8.34,1.67,20,10,10
12,0,0,0.406170037,4.644935574,45.46215,46.87707,47.15996,8.34,1.67,20,10,10
13,0,0,0.406170037,4.644935574,46.02884,46.3316,47.14162,8.34,1.67,20,10,10
14,0,0,0.369265102,4.848082005,45.13473,46.59356,47.05743,8.34,1.67,20,10,10
15,0,0,0.369265102,4.848082005,45.70435,46.9313,46.78429,8.34,1.67,20,10,10
16,0,0,0.332359883,5.05123,45.54245,46.72143,47.11713,8.34,1.67,20,10,10
17,0,0,0.332359883,5.05123,45.56621,45.97935,46.82899,8.34,1.67,20,10,10
18,0,0,0.332359883,5.05123,45.80091,46.78712,46.64734,8.34,1.67,20,10,10
19,0,0,0.332359883,5.05123,45.67303,46.51139,46.98519,8.34,1.67,20,10,10
20,0,0,0.332360167,5.051228436,45.81767,46.63153,46.86894,8.34,1.67,20,10,10
21,0,0,0.332360167,5.051228436,45.36588,46.15553,46.82955,8.34,1.67,20,10,10
22,0,0,0.332360167,5.051228436,45.15995,46.72239,46.76804,8.34,1.67,20,10,10
23,0,0,0.332359883,5.05123,45.41514,46.75145,46.65794,8.34,1.67,20,10,10
24,0,0,0.332360167,5.051228436,45.70176,46.67346,46.96476,8.34,1.67,20,10,10
