t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1.25,0,45.84369,48.66167,46.50405,8.34,1.67,15,15,15
1,0,0,1.21465457,0.194562,41.67002,43.54645,45.13400,8.34,1.67,15,15,15
2,0,0,1.17522818,0.411588,36.49927,43.66732,43.17953,8.34,1.67,15,15,15
3,0,0,1.017522983,1.27969,34.66393,42.50703,41.22698,8.34,1.67,15,15,15
4,0,0,0.978095867,1.49672,35.19298,39.48565,38.61028,8.34,1.67,15,15,15
5,0,0,0.89924345,1.93077,34.47432,38.2266,36.71952,8.34,1.67,15,15,15
6,0,0,0.820391033,2.36482,35.08649,38.23405,36.70034,8.34,1.67,15,15,15
7,0,0,0.780963917,2.58185,35.07949,39.16331,37.36843,8.34,1.67,15,15,15
8,0,0,0.741538617,2.79887,36.84695,39.66381,37.58389,8.34,1.67,15,15,15
9,0,0,0.623259083,3.44995,36.68047,39.00209,39.1746,8.34,1.67,15,15,15
10,0,0,0.583831967,3.66698,36.96094,39.82097,39.9072,8.34,1.67,15,15,15
11,0,0,0.50497955,4.10103,36.88758,40.0515,40.23016,8.34,1.67,15,15,15
12,0,0,0.50497955,4.10103,37.83693,41.65253,40.83585,8.34,1.67,15,15,15
13,0,0,0.465552433,4.31806,37.1396,41.47065,41.82555,8.34,1.67,15,15,15
14,0,0,0.465552433,4.31806,38.53399,39.31274,41.37184,8.34,1.67,15,15,15
15,0,0,0.426127133,4.53508,39.07742,40.73376,41.62347,8.34,1.67,15,15,15
16,0,0,0.426127133,4.53508,39.23154,40.3836,41.10345,8.34,1.67,15,15,15
17,0,0,0.386700017,4.75211,39.37775,41.72838,41.83447,8.34,1.67,15,15,15
18,0,0,0.386700017,4.75211,38.61147,41.01694,41.25215,8.34,1.67,15,15,15
19,0,0,0.3472729,4.96914,38.12519,39.31636,40.69127,8.34,1.67,15,15,15
20,0,0,0.3472729,4.96914,37.1097,40.18835,39.87267,8.34,1.67,15,15,15
21,0,0,0.3472729,4.96914,37.7963,39.86267,39.71099,8.34,1.67,15,15,15
22,0,0,0.3472729,4.96914,37.21313,39.58226,39.637,8.34,1.67,15,15,15
23,0,0,0.3472729,4.96914,37.29451,39.86465,37.05857,8.34,1.67,15,15,15
24,0,0,0.3472729,4.96914,36.03726,37.7397,37.89929,8.34,1.67,15,15,15
25,0,0,0.3078476,5.18616,35.41752,38.8241,38.42236,8.34,1.67,15,15,15
26,0,0,0.3078476,5.18616,37.17595,39.14571,38.74273,8.34,1.67,15,15,15
27,0,0,0.3078476,5.18616,36.30757,39.58661,39.1018,8.34,1.67,15,15,15
28,0,0,0.3472729,4.96914,37.01585,38.89893,38.83482,8.34,1.67,15,15,15
29,0,0,0.3078476,5.18616,36.55756,38.32914,39.44446,8.34,1.67,15,15,15
30,0,0,0.3472729,4.96914,37.73428,37.96978,38.71857,8.34,1.67,15,15,15
31,0,0,0.3078476,5.18616,37.59716,38.27327,39.09734,8.34,1.67,15,15,15
32,0,0,0.3078476,5.18616,36.35316,38.74842,38.49042,8.34,1.67,15,15,15
33,0,0,0.3472729,4.96914,36.26547,38.47439,38.66315,8.34,1.67,15,15,15
34,0,0,0.3472729,4.96914,37.26618,38.96535,39.30795,8.34,1.67,15,15,15
35,0,0,0.3472729,4.96914,36.41445,38.27355,39.0798,8.34,1.67,15,15,15
36,0,0,0.3472729,4.96914,37.27324,38.78274,39.32725,8.34,1.67,15,15,15
37,0,0,0.3472729,4.96914,37.4475,39.95308,38.38591,8.34,1.67,15,15,15
38,0,0,0.3472729,4.96914,37.01986,38.50204,39.2724,8.34,1.67,15,15,15
39,0,0,0.3472729,4.96914,36.86145,39.53949,40.15403,8.34,1.67,15,15,15
40,0,0,0.3472729,4.96914,37.54405,40.54821,38.74058,8.34,1.67,15,15,15
41,0,0,0.3472729,4.96914,37.23627,39.11518,38.00697,8.34,1.67,15,15,15
42,0,0,0.3472729,4.96914,36.63516,37.04728,38.38416,8.34,1.67,15,15,15
43,0,0,0.3472729,4.96914,36.31654,36.97646,37.49704,8.34,1.67,15,15,15
44,0,0,0.3472729,4.96914,35.29591,37.8011,38.12936,8.34,1.67,15,15,15
45,0,0,0.3472729,4.96914,36.86676,38.78545,38.51502,8.34,1.67,15,15,15
