t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1.25,0,47.51001,48.20943,47.41729,8.34,1.67,30,20,10
1,0,0,0.978095867,1.49672,43.86393,46.13984,45.99086,8.34,1.67,30,20,10
2,0,0,0.741538617,2.79887,39.94964,44.91431,41.78842,8.34,1.67,30,20,10
3,0,0,0.662684383,3.23293,37.63226,43.11502,37.69275,8.34,1.67,30,20,10
4,0,0,0.623259083,3.44995,34.61094,40.90351,33.98195,8.34,1.67,30,20,10
5,0,0,0.623259083,3.44995,35.64624,39.78164,34.3939,8.34,1.67,30,20,10
6,0,0,0.54440485,3.88401,35.67615,40.08649,36.45367,8.34,1.67,30,20,10
7,0,0,0.54440485,3.88401,35.73005,41.02049,38.32067,8.34,1.67,30,20,10
8,0,0,0.50497955,4.10103,38.27682,41.71579,38.82348,8.34,1.67,30,20,10
9,0,0,0.465552433,4.31806,35.61859,41.24712,40.23377,8.34,1.67,30,20,10
10,0,0,0.465552433,4.31806,38.76727,39.96318,39.66499,8.34,1.67,30,20,10
11,0,0,0.426127133,4.53508,37.17166,40.70549,40.17966,8.34,1.67,30,20,10
12,0,0,0.426127133,4.53508,37.85448,40.86835,40.7034,8.34,1.67,30,20,10
13,0,0,0.426127133,4.53508,41.06637,42.32582,40.89962,8.34,1.67,30,20,10
14,0,0,0.426127133,4.53508,38.65215,41.08319,41.12314,8.34,1.67,30,20,10
15,0,0,0.426127133,4.53508,35.68969,41.70891,41.11124,8.34,1.67,30,20,10
16,0,0,0.426127133,4.53508,38.11786,41.96437,40.79313,8.34,1.67,30,20,10
17,0,0,0.386700017,4.75211,38.48946,41.85146,41.05943,8.34,1.67,30,20,10
18,0,0,0.386700017,4.75211,38.15216,41.71444,41.21439,8.34,1.67,30,20,10
19,0,0,0.386700017,4.75211,38.83358,42.03717,39.87063,8.34,1.67,30,20,10
20,0,0,0.386700017,4.75211,39.05536,42.28728,40.04568,8.34,1.67,30,20,10
21,0,0,0.386700017,4.75211,39.61133,42.1203,40.01408,8.34,1.67,30,20,10
22,0,0,0.386700017,4.75211,40.345,42.31177,40.32164,8.34,1.67,30,20,10
23,0,0,0.386700017,4.75211,40.67411,42.93083,40.4735,8.34,1.67,30,20,10
