t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1.25,0,47.70041,49.42740,48.43397,5.56,1.11,15,15,15
1,0,0,1.13580179,0.628614,43.34397,46.55558,46.54034,5.56,1.11,15,15,15
2,0,0,0.938670567,1.71374,39.88068,43.31959,44.26607,5.56,1.11,15,15,15
3,0,0,0.89924345,1.93077,38.06368,39.56991,42.65522,5.56,1.11,15,15,15
4,0,0,0.859816333,2.1478,36.85592,37.24728,40.22187,5.56,1.11,15,15,15
5,0,0,0.741538617,2.79887,35.72587,36.63454,38.08636,5.56,1.11,15,15,15
6,0,0,0.623259083,3.44995,34.5075,35.6788,37.28373,5.56,1.11,15,15,15
7,0,0,0.583831967,3.66698,35.2471,36.96201,37.84568,5.56,1.11,15,15,15
8,0,0,0.623259083,3.44995,36.23116,38.00933,38.39922,5.56,1.11,15,15,15
9,0,0,0.583831967,3.66698,36.40221,36.47946,38.68872,5.56,1.11,15,15,15
10,0,0,0.50497955,4.10103,35.03418,37.269,38.24251,5.56,1.11,15,15,15
11,0,0,0.386700017,4.75211,35.91638,37.27019,38.45887,5.56,1.11,15,15,15
12,0,0,0.3472729,4.96914,35.67931,36.85558,38.26859,5.56,1.11,15,15,15
13,0,0,0.3078476,5.18616,34.81472,37.79286,39.25948,5.56,1.11,15,15,15
14,0,0,0.3078476,5.18616,35.69455,37.52814,39.11185,5.56,1.11,15,15,15
15,0,0,0.3078476,5.18616,36.1315,37.53547,38.90446,5.56,1.11,15,15,15
16,0,0,0.3078476,5.18616,35.83941,36.61687,38.26475,5.56,1.11,15,15,15
17,0,0,0.268420483,5.40319,36.42986,38.79656,40.19613,5.56,1.11,15,15,15
18,0,0,0.268420483,5.40319,38.05781,38.23106,40.22954,5.56,1.11,15,15,15
19,0,0,0.268420483,5.40319,38.0108,39.104,40.63134,5.56,1.11,15,15,15
20,0,0,0.268420483,5.40319,37.82565,39.17257,40.24043,5.56,1.11,15,15,15
21,0,0,0.268420483,5.40319,39.00497,38.96292,40.66796,5.56,1.11,15,15,15
22,0,0,0.228995183,5.62021,37.88394,38.48201,40.72614,5.56,1.11,15,15,15
23,0,0,0.268420483,5.40319,38.79555,39.26659,40.87241,5.56,1.11,15,15,15
24,0,0,0.3078476,5.18616,38.53229,38.88042,40.85345,5.56,1.11,15,15,15
25,0,0,0.268420483,5.40319,37.71335,39.62278,39.90619,5.56,1.11,15,15,15
26,0,0,0.268420483,5.40319,38.05459,38.97534,39.42437,5.56,1.11,15,15,15
27,0,0,0.268420483,5.40319,36.96895,38.74611,39.90077,5.56,1.11,15,15,15
28,0,0,0.268420483,5.40319,36.43494,38.62546,39.17782,5.56,1.11,15,15,15
29,0,0,0.268420483,5.40319,36.57088,37.73333,38.76084,5.56,1.11,15,15,15
30,0,0,0.268420483,5.40319,35.20861,38.27366,38.70317,5.56,1.11,15,15,15
31,0,0,0.268420483,5.40319,34.59632,36.95716,38.5113,5.56,1.11,15,15,15
32,0,0,0.268420483,5.40319,36.69808,36.32625,38.61147,5.56,1.11,15,15,15
33,0,0,0.268420483,5.40319,37.35122,37.26974,38.9575,5.56,1.11,15,15,15
34,0,0,0.268420483,5.40319,36.30029,37.43192,39.26681,5.56,1.11,15,15,15
35,0,0,0.228995183,5.62021,36.31186,35.84742,38.84018,5.56,1.11,15,15,15
36,0,0,0.228995183,5.62021,36.19205,37.03052,38.63438,5.56,1.11,15,15,15
37,0,0,0.228995183,5.62021,35.60431,36.08331,37.66188,5.56,1.11,15,15,15
38,0,0,0.228995183,5.62021,35.42537,36.70937,37.96679,5.56,1.11,15,15,15
39,0,0,0.228995183,5.62021,34.83086,34.9528,36.98425,5.56,1.11,15,15,15
40,0,0,0.228995183,5.62021,34.27596,36.24126,37.0084,5.56,1.11,15,15,15
41,0,0,0.228995183,5.62021,34.90157,37.38582,37.59964,5.56,1.11,15,15,15
42,0,0,0.228995183,5.62021,35.04123,37.68976,37.34298,5.56,1.11,15,15,15
43,0,0,0.189568067,5.83724,34.62251,35.56171,36.94598,5.56,1.11,15,15,15
44,0,0,0.189568067,5.83724,33.28603,35.4625,37.14728,5.56,1.11,15,15,15
45,0,0,0.228995183,5.62021,34.06101,35.595,35.53321,5.56,1.11,15,15,15
46,0,0,0.228995183,5.62021,33.19878,33.60966,35.83162,5.56,1.11,15,15,15
47,0,0,0.228995183,5.62021,32.81284,33.76976,35.06792,5.56,1.11,15,15,15
48,0,0,0.189568067,5.83724,35.19738,34.64835,35.79929,5.56,1.11,15,15,15
49,0,0,0.228995183,5.62021,34.80761,34.73131,36.63273,5.56,1.11,15,15,15
50,0,0,0.189568067,5.83724,34.04453,36.33844,36.6456,5.56,1.11,15,15,15
